,Comparison,Correlation_Luad,Correlation_Gbm,Correlation_Brca,Correlation_hnscc,Correlation_colon,Correlation_Lscc
1414,LTA4H_proteomics,,-0.2781126575038521,-0.2504671176978964,,,
1415,ASPHD2_proteomics,,0.2930469946762321,,,,
1416,RIT2_proteomics,,0.27787673158353565,,,,
1417,FNDC3B_proteomics,,-0.2777935456183893,0.4745020935747085,0.2060972153961164,,
1418,SSH1_proteomics,,-0.2777757206391316,,,,
1419,FZD6_proteomics,0.29427916643627505,-0.2910141526293983,,0.3744346757009685,,0.5004563630880492
1420,MIOS_proteomics,,0.27749839887710265,,,,
1421,ZNF800_proteomics,,-0.290670114969614,,,,
1422,FDFT1_proteomics,,0.2773390385112432,0.3223722289103907,,,
1423,EFR3B_proteomics,,0.2773151332069204,,,,
1424,SELL_proteomics,-0.2256012612384283,-0.27701403320931445,,-0.2663597841724274,,
1425,ARHGAP35_proteomics,0.3585954936465863,0.276906099691382,-0.4162489587124296,,,0.2615885222746541
1426,RASGRP1_proteomics,,0.27684680672608136,,,,
1427,APLP2_proteomics,0.2721073355845458,-0.27684331062914946,,0.2548147441964593,,
1428,YWHAB_proteomics,,0.2768376197984416,,,-0.3907993932974937,
1429,EXOG_proteomics,,0.27673943208319274,,,,
1430,BCAR3_proteomics,,0.2765836875672773,,,,0.19257404605092948
1431,ALDH5A1_proteomics,,0.2764741657925369,-0.35684255212309346,,-0.3217335221076768,
1432,RPS6KB2_proteomics,0.20042644456456465,-0.27642652242661897,,,,
1433,AKAP5_proteomics,,0.2763353151882162,-0.3129679152770769,,,
1434,TAOK1_proteomics,,0.2761083345711421,,0.33349183614504485,,
1435,F13B_proteomics,-0.2700258491119584,-0.2760180001026648,0.3139213318706501,,0.2970865925377549,
1436,NUCB2_proteomics,,-0.275933053454623,-0.21361801707824896,-0.2427763394441746,0.22375065662436847,
1437,ILK_proteomics,-0.2375461730904927,-0.27589273501525785,0.35138624996555423,,,
1438,GPRC5C_proteomics,,0.37122970640550457,,0.33226148332652444,,0.3257399633098543
1439,WDR11_proteomics,,-0.2757908131903405,,,0.3178998095798345,0.21265360168644634
1440,BAG2_proteomics,-0.3409291970036451,-0.27578872202646554,0.5077779517415589,,0.34437989826767024,-0.23573890798684205
1441,RND3_proteomics,,-0.2890299894231685,0.4895059164442277,,,0.38346825452368855
1442,DLGAP4_proteomics,0.2486350027542924,0.27570993699171353,,,,
1443,EPM2AIP1_proteomics,0.2612945564400451,0.27564517936545285,-0.2958777402118468,-0.2436498059713073,,
1444,NTM_proteomics,,0.2756390523820414,,,,
1445,CNNM3_proteomics,,0.2756032543973808,,,,
1446,VOPP1_proteomics,,0.4094618271696199,,,,
1447,NFIB_proteomics,,0.2754693948348316,,,,-0.3045167096969445
1448,HDAC9_proteomics,,0.3199076646606823,,,,
1449,PDZD11_proteomics,,-0.2753762501347,,,,
1450,FAM110C_proteomics,,-0.34373822913365504,,,,0.3240124083845535
1451,DEPTOR_proteomics,0.3289646896106575,-0.2751294638233789,-0.21319995231419486,-0.32858842108096964,,-0.3892208098297453
1452,CDH20_proteomics,,0.27507852295526136,,,,
1453,LMBRD1_proteomics,,-0.2750709976965908,,,,
1454,EEF1A2_proteomics,,0.2750580630021965,,,,
1455,SHISA9_proteomics,,0.275013969976561,,,,
1456,HPSE_proteomics,,-0.28822345556065365,,,,
1457,C1QA_proteomics,,-0.2749934781156509,,,0.2397085230848041,
1458,ZNF281_proteomics,,-0.30346551415162026,-0.2519095797185961,,,
1459,PJA2_proteomics,0.2281875383429144,0.2749187429577972,,,,
1460,PAX6_proteomics,,0.30334967986464634,,,,
1461,FCHO2_proteomics,,-0.2748174042406042,,,,-0.2667178980991555
1462,LCAT_proteomics,,-0.2746657060490525,0.3951075420704629,,,
1463,SERPINA3_proteomics,,-0.2743967727526828,,,,
1464,ABCC3_proteomics,0.2796591270053198,-0.2743734206445269,,,0.21685111997643114,
1465,CYBC1_proteomics,,-0.2743602499893709,,,,
1466,HSD17B7_proteomics,,-0.2743172922724902,,,,
1467,PTPRF_proteomics,0.3850418202269308,0.2742950713430101,,0.30234373764879,,
1468,CDK14_proteomics,-0.3103040718294826,0.2742511725367885,0.21667776334642724,,,
1469,SLAIN2_proteomics,,-0.2742026021692026,,,,0.2350886008296884
1470,DAZAP1_proteomics,,-0.2741703111640528,,,,
1471,PLG_proteomics,-0.20639520226222247,-0.2740979101403616,0.3682426622903003,,0.2158241985112652,
1472,EIF1AY_proteomics,,0.2826759040196481,,,,
1473,NUMB_proteomics,0.18932300943002064,-0.2740864383091931,0.24782429476897685,,,
1474,GNAZ_proteomics,,0.2740248648840376,,,,
1475,ABHD17C_proteomics,,0.2740130458947602,-0.3441693008080957,,,0.2266973001740545
1476,C7_proteomics,-0.22521648316655785,-0.2739999905984316,0.26091378108737034,,0.3244765384938605,
1477,TRAK2_proteomics,,-0.3005539019880037,,,,-0.3149379036470599
1478,RIDA_proteomics,0.19062494142701428,0.27377890865894505,-0.2372128311426472,,-0.2502183948786049,
1479,MYH14_proteomics,,-0.2737331884986024,-0.19049466000767587,,-0.2937705310116377,
1480,ACE_proteomics,-0.19028320149455205,-0.27354206133078185,,-0.2837202812431072,,
1481,TBC1D24_proteomics,0.26820398112968824,0.27354157146351993,,,,
1482,MSI2_proteomics,,0.27353507204276506,-0.5927073291304642,,-0.21373113113551195,
1483,USP48_proteomics,,0.2735089927156623,,,,
1484,ATP6V1G1_proteomics,-0.1936927308890521,-0.2734005157945214,,,,
1485,DDRGK1_proteomics,,-0.27331712464071856,,-0.2608111286433033,,
1486,FAM168A_proteomics,0.3077632501575105,0.27324673506226554,,,,
1487,CCNH_proteomics,,-0.273025820631915,,0.19900560089704586,,
1488,SLC25A25_proteomics,,0.2729073465733679,-0.22272247481762475,,,
1489,NAA16_proteomics,-0.2052040793368328,0.2728990235721993,,,0.3924451189144752,
1490,VPS13C_proteomics,-0.19055976128306254,-0.27275565656988354,,-0.3940090314155126,,
1491,PXN_proteomics,,-0.272707326025003,,,0.29216081416247763,0.3056280124503037
1492,H1FX_proteomics,-0.2964729766754117,-0.2726616085245976,,,,
1493,HNRNPA2B1_proteomics,,0.2723500194217455,,,-0.2244586106693401,
1494,ROCK1_proteomics,-0.18895402768403868,-0.27221951493811075,0.21777701964504004,,0.28112438409993656,
1495,BAK1_proteomics,,-0.3003997319705015,0.3019036947587069,,,0.2174566360388455
1496,HSPA5_proteomics,,-0.27210296053399763,0.3759095433597269,,,
1497,SLC25A18_proteomics,,0.27207707387808105,,,,
1498,RPS9_proteomics,,-0.272032473508672,0.31754865935561893,,,
1499,LST1_proteomics,,-0.3021361901824877,,,,
1500,CACFD1_proteomics,,0.2720021497436318,,,,
1501,DPY19L3_proteomics,,0.2719157188249194,,,,
1502,PLCG1_proteomics,,0.271862418763166,0.3474860175887242,,-0.24993549664911946,
1503,FKBP11_proteomics,,-0.2848180485691817,0.3488087085024114,,0.2593155577944609,
1504,RGS18_proteomics,,-0.3017436451069273,,,,
1505,PCYOX1_proteomics,,-0.2716152114032308,,0.23209883497375516,,0.1983707801177602
1506,PRAM1_proteomics,,-0.2716047277647465,,-0.19868095013469386,,
1507,CAST_proteomics,0.3689770237068896,-0.2715698483262242,,,0.20093619317348788,0.19037803835060568
1508,PPEF1_proteomics,,0.3993946664590864,,,,
1509,BAIAP3_proteomics,,0.2713189278883752,,,,
1510,EIF3F_proteomics,,-0.2713160686540015,,,,
1511,NUDCD2_proteomics,0.2342754599665313,0.27126721835600914,-0.2110711525927847,,0.204291274988746,
1512,OSTM1_proteomics,,-0.27122156465678604,0.23164272521267495,,,
1513,TGFB1_proteomics,,-0.2711619364476538,0.2598893941046593,,,
1514,MT-ATP6_proteomics,,0.27112945760693274,,,,
1515,FTH1_proteomics,,-0.27112735654662723,,,0.2723263151207521,
1516,NSA2_proteomics,,-0.29930241310035177,0.206136998779169,,,
1517,YJU2_proteomics,,0.2711181774007825,,,,
1518,SEC31A_proteomics,,-0.27107095553168603,,,,
1519,CASKIN2_proteomics,,0.2708997421660841,,,0.4388796987824489,
1520,LOXL2_proteomics,,-0.2707722353090501,0.3013557626439463,0.35790069037620875,0.283525827872736,
1521,DHRS13_proteomics,,0.2707623228844178,,,,
1522,PLBD1_proteomics,-0.21132562520754247,-0.2707311844808651,,-0.19654333940794896,,
1523,SHPK_proteomics,,0.2706891318483212,-0.24334370572993275,,,
1524,CIRBP_proteomics,,0.2705992070879448,-0.3734751199513044,,,
1525,NUDT5_proteomics,,-0.2705627835892705,,,,
1526,RGS17_proteomics,,-0.2704639376447905,,,,
1527,MAN1C1_proteomics,-0.2590386763318765,-0.2704399467399158,-0.30449549402800924,,,
1528,SNX29_proteomics,,-0.2704120762721077,,,,
1529,EHHADH_proteomics,,-0.27032909824974816,,0.28406779064159393,,0.245616161439842
1530,TIFA_proteomics,,-0.3607947790130214,,,,
1531,LACC1_proteomics,,-0.2848915068104982,0.2858548524470701,-0.2375576940224497,,
1532,MTHFS_proteomics,-0.19899195479880946,-0.2702809789280582,,,,
1533,PUDP_proteomics,,-0.27025136435623004,,-0.28372246427812176,-0.2654473757837376,
1534,SLC19A1_proteomics,,0.27022212269036505,,,,
1535,COL28A1_proteomics,,0.2702005697677208,,-0.3915485553642112,0.238839676253887,
1536,AXL_proteomics,,-0.2701323292712715,,-0.2371481946585908,,
1537,SRR_proteomics,,0.2700984688415403,,,,
1538,SPOCK2_proteomics,-0.27252977703097864,-0.27003550990832714,,-0.30853268865112105,,
1539,NEK7_proteomics,,-0.2700088683128335,,,,
1540,TJP2_proteomics,-0.21613402499442347,0.2699934463664177,,,,
1541,AQP1_proteomics,,0.2699857408689551,,-0.2351136841624649,0.2370552073153588,
1542,MARK1_proteomics,-0.30036778852517704,0.2699187556824261,,,,0.3813343074500568
1543,LRIG1_proteomics,,0.2698558490961687,,,,
1544,USP14_proteomics,,-0.2698058415308095,-0.2914665527976733,,0.25973103899253186,
1545,CPB2_proteomics,-0.2169137119659334,-0.26971373632875784,0.32314076281471144,,0.2030370658410141,
1546,CTNNA2_proteomics,,0.2696673355605956,,,,
1547,NT5C1A_proteomics,,0.2696659044336227,,,,
1548,TUSC3_proteomics,-0.28476881915758223,-0.2994371723168492,,,,
1549,GLRX3_proteomics,,-0.2695345256668471,0.2680055896456617,,,0.2117867378934576
1550,C11orf95_proteomics,,-0.3923394320557443,,,,
1551,NCF2_proteomics,-0.1900683736804641,-0.269400062494989,0.3292078960286846,,0.28448512980266416,
1552,FBXL7_proteomics,,0.2693827066901429,,,,
1553,GNAI3_proteomics,,0.26934482102462753,0.2927408888766425,0.26005082990910844,0.2362603749604258,0.23789665662974896
1554,ALG2_proteomics,,-0.26923935894417056,0.24595921112135816,,,
1555,RIC3_proteomics,,0.3625503165823663,,,,
1556,ARHGEF17_proteomics,,-0.2691499781534237,,,,
1557,RRAS_proteomics,,-0.2690494532024035,0.30704234316085843,,0.23066508941759345,
1558,PITPNA_proteomics,-0.22622921984948224,0.2689266728332616,,,,
1559,SPTY2D1_proteomics,0.22556437317837744,-0.2689183370285013,,,,
1560,HDGFL2_proteomics,,0.2689108138291231,,,,
1561,DNAJC5_proteomics,,0.26883981923332073,,,,0.2196320969761897
1562,PLD1_proteomics,,-0.2688170140825924,0.4516772497543106,0.23048994791361174,0.4192192351125398,0.26369510540137303
1563,FLT1_proteomics,,-0.2687778554323753,,,,
1564,SNX6_proteomics,,-0.2687759498929417,,,,
1565,GAS1_proteomics,,0.2949412828501838,,,,
1566,PGAP1_proteomics,,0.26876720059558845,,,,0.24354433804459905
1567,CES2_proteomics,,-0.2687433728026569,0.3843158166418253,,-0.23286757866779734,0.33245911762922103
1568,KCTD3_proteomics,,0.26866388437139155,-0.4508852731297909,,,
1569,AHSG_proteomics,,-0.2686479671818305,0.19147831839088306,,0.24684281593177185,
1570,RNPEP_proteomics,,-0.2686069332643969,-0.38410364053609225,,,
1571,C20orf194_proteomics,-0.3279982781759964,-0.2685673675396717,,,,
1572,GSTCD_proteomics,0.21493919146601606,0.26852907798315945,-0.2309668523208721,0.22010450832147652,,
1573,SSH2_proteomics,,-0.2683215535982955,,,,
1574,PDIA5_proteomics,,-0.2683016274429774,0.4765967750634254,-0.24163386988098506,,
1575,APBA2_proteomics,,0.26824535504014074,,,,
1576,DCHS1_proteomics,,0.2680774584807185,0.20252789650177835,,,
1577,SPTLC2_proteomics,0.4508439366775842,-0.26803200554045115,,,0.3971036796275895,
1578,DYSF_proteomics,,-0.2679766854953809,0.5258927641310345,,0.3084006887635828,
1579,SALL1_proteomics,,0.2678725292158216,,,,
1580,CYP2S1_proteomics,,-0.2678402976556206,0.33930187721629024,,-0.2850785692490604,0.3539692503736437
1581,USP47_proteomics,,0.26782996140261284,,,,
1582,HMGB1_proteomics,,0.26780233175613444,,,-0.3781844937762133,-0.2636531675857264
1583,DGLUCY_proteomics,,0.26778668211973683,,,,
1584,NCAM1_proteomics,-0.2381435088358216,0.2676611007483823,,-0.22199222475861152,0.2900098808006285,
1585,USP2_proteomics,,0.2805447776481101,,,,
1586,WAPL_proteomics,,-0.26763060432026864,-0.2384566547827221,-0.19253466351863555,,
1587,SLC25A42_proteomics,0.2411391052000993,0.2675884471403185,,,,
1588,FANCD2_proteomics,,0.2789447998586863,,,,
1589,ZFYVE21_proteomics,,0.2675475581225396,,0.20020098506014644,,
1590,RP9_proteomics,,0.267493945996068,0.19882185631230495,,,
1591,PRCP_proteomics,-0.41740023847814667,0.2673892864070839,,,,
1592,TRUB1_proteomics,,-0.2673463527143808,-0.3800662392344461,,,
1593,SIGLEC10_proteomics,,-0.267133457542766,,,,-0.22154053221743106
1594,RPAIN_proteomics,,-0.3125055383300773,,,,
1595,CSTF2T_proteomics,,-0.26700386940485504,,,,
1596,PPM1B_proteomics,,0.2669877469581761,,,,
1597,YIF1A_proteomics,0.36288721447406574,-0.27981533734604475,,,,
1598,SLC30A5_proteomics,0.1934929491225508,-0.26694004794557963,,,,
1599,ATAD2_proteomics,0.2554917789696571,0.26692348853368025,,,,
1600,LIFR_proteomics,,0.26691747155760603,,,,
1601,GSTM3_proteomics,,0.2668707466597369,-0.3307971245250485,,,
1602,CPPED1_proteomics,,-0.2668297572637299,,-0.3064485539208616,0.21951742081571685,
1603,GNLY_proteomics,,-0.3359358590447794,,,,
1604,ATXN1_proteomics,0.21011551357193148,-0.26676359109830616,,0.3101745158943492,,
1605,GXYLT1_proteomics,,-0.2667044758950044,0.2112892536179255,-0.2152685249988996,,
1606,MAP4K5_proteomics,0.20360022192617425,-0.2665743233885896,,0.31332592220560096,,
1607,CEBPB_proteomics,,-0.27940416548197833,0.4449103492073109,0.28681359518599137,,
1608,BABAM2_proteomics,,-0.2665519948031777,,,,
1609,TRIM26_proteomics,0.2866446692682137,-0.2665000052718415,0.2686566928893085,-0.39858862687571495,-0.36329879938424825,
1610,GEMIN6_proteomics,,-0.26645768958789023,,,,
1611,HOXB4_proteomics,,0.295800862991816,,,,
1612,RPS13_proteomics,,-0.266265553915507,,0.27079444240321715,,
1613,IQGAP1_proteomics,,-0.2662558192018729,0.29336411889110153,,,
1614,RPL17_proteomics,,-0.26607408493206736,,0.2376741245610337,,
1615,HSPB2_proteomics,-0.2463694540339085,-0.2659851599959299,0.3030991125559324,,,
1616,SCAMP1_proteomics,,0.26595887180200856,-0.2323306455440519,,,
1617,ESM1_proteomics,,-0.2659522670164206,,,,
1618,BDH1_proteomics,,0.2659292083772885,-0.2690827821639199,,,
1619,UQCR10_proteomics,,0.2658954728370299,,,,
1620,KIFC2_proteomics,,0.2786654085921639,,,,
1621,THOP1_proteomics,,0.2657290200700602,,,,
1622,SIRPA_proteomics,-0.20112627645392173,0.2656830941564701,0.4735861701808813,,,
1623,PHF11_proteomics,,-0.2932878431857713,,,,
1624,ENPP4_proteomics,,-0.2655938873876763,-0.270029745210996,-0.3878129721232836,,-0.2730384999975607
1625,TPM1_proteomics,,-0.2655170609447142,0.2723768548822914,,,
1626,ATG101_proteomics,,-0.2655106182311401,0.21637372933824686,,,0.189728777912811
1627,LTBP1_proteomics,-0.1936552901415598,-0.2654976392464638,0.3898696385738618,,,
1628,MTMR3_proteomics,0.18741784670561554,0.2653678248254056,,,,0.2904941326742292
1629,BTBD2_proteomics,,0.26527262677121444,-0.23446551484878986,,,0.24600149931884716
1630,RIPK3_proteomics,,-0.33140480587765925,,-0.42049314202604027,,
1631,PI4KA_proteomics,,0.2652156568615471,,,,
1632,VAV2_proteomics,,-0.26512645988730743,-0.3536374913070292,,,
1633,VIM_proteomics,,-0.2650993539777558,0.3907480639475533,,,
1634,TLK1_proteomics,,0.2650160379904649,-0.2324253866631225,,,
1635,GTPBP2_proteomics,,-0.2647671318474619,0.2988117790233832,,,
1636,DCAF6_proteomics,,-0.2647488860564469,,,,0.19122211294619149
1637,PCDH8_proteomics,,0.2646731854561237,,,,
1638,WASL_proteomics,0.20124667639965813,0.2646064017252823,-0.2159190150950255,,,
1639,ISG20_proteomics,-0.3657747820439717,-0.26459461723496924,,-0.44029190301190735,0.3181677681692882,
1640,PML_proteomics,,-0.2645075757543633,0.2986919913373905,,,
1641,PIK3C2A_proteomics,,0.2644656440962653,,0.2813037787114324,,
1642,NHSL2_proteomics,,-0.2643158404317641,,,,
1643,TVP23B_proteomics,,-0.2769320609833865,,,,
1644,LHFPL6_proteomics,,0.3110975403057028,,,,
1645,THEM4_proteomics,,-0.276754163825086,-0.20012890560944868,,,
1646,DNAJB11_proteomics,,-0.2639403904399449,0.3131016903196162,,,
1647,UBE3D_proteomics,,-0.43313615444903203,,,,
1648,SERPINA10_proteomics,-0.23751080486304454,-0.2637627302191711,0.4083999100383837,,,
1649,TMEM161A_proteomics,0.2390052879103466,0.2636544551636863,,,,
1650,PPP2R1B_proteomics,,-0.2636462886007215,,,,
1651,PRELP_proteomics,,-0.2634299515553569,,,,
1652,SIRPG_proteomics,,0.2633756128037393,,,,
1653,GALT_proteomics,,-0.2633493938011789,,,,
1654,NAA35_proteomics,,0.2633462132936744,,0.23178843710395194,,
1655,SOX5_proteomics,,0.2632052489661605,,,,
1656,TNFRSF10C_proteomics,,-0.26315394357527266,,,,
1657,PEAK1_proteomics,-0.2420047775122661,0.26311107936144285,0.2625319094506089,,0.3653777708509223,-0.20227790957441003
1658,PNPLA8_proteomics,,0.26303748539553584,,,,
1659,SEC24D_proteomics,,-0.26292135330548755,,,,
1660,PEX13_proteomics,0.3508333912407434,-0.3119757193342654,0.2338938957156488,,,
1661,MRPS36_proteomics,,0.26277158460539274,-0.2633722215633626,,,
1662,MORC3_proteomics,,-0.262725779325236,,,,
1663,ANKRD44_proteomics,-0.19013349441853405,-0.26266011661706695,,-0.44847678974932303,0.2752607096404611,-0.2417193881079916
1664,REXO2_proteomics,,-0.2626507027573373,0.4100947931637621,,,
1665,NCF1_proteomics,-0.3611204979540282,-0.2625166798638944,0.26313660992334964,-0.32328503888126164,0.29187255382682964,
1666,CDC42EP2_proteomics,,-0.2624785155844091,0.24890784671146385,,,
1667,SDCCAG8_proteomics,,-0.2624419908704682,,,,
1668,HLA-DPB1_proteomics,,-0.26242327239541546,,-0.22151940474662232,,
1669,SARM1_proteomics,,0.2623634715051219,,,,
1670,SHISA4_proteomics,,0.26235551920934225,,,,
1671,TACC1_proteomics,,-0.26225116441355245,0.2627581095894007,-0.2761594364790158,0.26292574970124905,
1672,SLC25A22_proteomics,0.26172875044377386,0.2621641700446116,,,,
1673,STOM_proteomics,,-0.2619350138476575,,,0.34573521785087435,
1674,OSBPL1A_proteomics,,0.26187079675668584,,,0.27402190701280754,
1675,SLC8A1_proteomics,,0.2617539665198532,,-0.3771753179520383,0.33011819832889944,
1676,ADGRB1_proteomics,,0.26171907875152595,,,,
1677,MTMR14_proteomics,,-0.2616120114817231,,-0.2922671293355015,,-0.2352450725634549
1678,SLC1A5_proteomics,,-0.27422100332761923,,,,0.23334318098322626
1679,GALNT5_proteomics,,-0.38943914405987146,,,0.2977762832739748,0.2639240871643849
1680,LPP_proteomics,,-0.261346508424402,0.19687619292828126,,,
1681,ERO1A_proteomics,,-0.2612478345472383,0.5090758594376754,0.3809571010622293,,0.312916600756604
1682,RPL31_proteomics,,-0.26118623064850377,0.19529198519629268,,,
1683,HLA-DRA_proteomics,0.2708006135965101,-0.2611727792945832,,,,
1684,GTF2F1_proteomics,-0.2219917167766864,0.2610785841318764,,,,
1685,ECM2_proteomics,,-0.2610576604933613,,,,
1686,ADGRB2_proteomics,,0.2609684345392653,,,,
1687,ADGRE2_proteomics,,-0.26096696773730105,0.3987788890944551,,,
1688,ECD_proteomics,,-0.2608648719231679,,,,
1689,DLST_proteomics,,0.2608513102137637,,,,
1690,NFATC3_proteomics,,-0.26080415337754714,0.30215042924272223,,,
1691,FAM102B_proteomics,,-0.26076864803899025,-0.4140534794076819,-0.3682447705314073,,
1692,FMN2_proteomics,,0.2606744973791177,,,,
1693,TOR3A_proteomics,,-0.26064517249914937,,,,
1694,ARHGAP18_proteomics,,-0.2606366513571212,,-0.3122706374278185,,
1695,GLMP_proteomics,,-0.26058957405156896,,,,
1696,MIPEP_proteomics,,0.2604553978564476,-0.3031726653026576,,-0.2407021198816401,
1697,TFE3_proteomics,,-0.2603888438167679,,,,
1698,SACS_proteomics,-0.21811978071292334,0.2603333428869524,0.30145063831627245,,,
1699,UBXN6_proteomics,,0.2603054103360265,,,,
1700,BRAT1_proteomics,,0.2602357205605749,,,,
1701,HSPBAP1_proteomics,-0.3132594814653313,-0.2727671310289501,,,,
1702,FTL_proteomics,-0.2985258401313832,-0.2600266714871323,,,,
1703,ERP44_proteomics,,-0.2600239725729515,0.3900599038773416,,-0.2268057187655597,
1704,CCL5_proteomics,-0.360819125513599,-0.2600182943876577,,-0.19697041034700505,,
1705,MRNIP_proteomics,,0.25995423860524697,,-0.2459323403881371,,
1706,PYGO1_proteomics,,0.25995400438771193,,,,
1707,ARHGEF10L_proteomics,,0.2599309260032034,,-0.19746076380852276,,
1708,CHN1_proteomics,-0.19386344801908734,0.2598460694293607,0.3501584377023222,-0.2683057008067638,,
1709,WASHC2C_proteomics,,-0.2598251402241206,,,,
1710,SBSPON_proteomics,-0.2215757369387156,-0.2597360283051441,,-0.20618469225475944,,
1711,ZNF358_proteomics,,0.2596135569017301,,,,
1712,FUCA2_proteomics,0.3165916089896321,-0.2595017370154211,-0.3397832150248987,-0.3105737667417495,,
1713,MIA2_proteomics,,-0.2595004005262665,,,,
1714,CHMP1B_proteomics,-0.31011120620279303,-0.2594957916914282,,,,
1715,CYTH3_proteomics,0.32731143969312376,0.2594955578200443,0.23595878690376895,,,
1716,LCLAT1_proteomics,0.28647518538971684,0.2594891124117409,0.22697866771597755,,0.278126972907438,0.2533178009477268
1717,C16orf86_proteomics,,-0.3266283946678024,,,,-0.251862308600002
1718,TINAGL1_proteomics,-0.26848368982822457,-0.2592276126900715,0.3295225728597877,,0.3520964345722024,0.21300071976311752
1719,DDX17_proteomics,,0.2590905359414798,,,-0.2420532262758181,
1720,NDC1_proteomics,0.2600632249471769,0.2590535055173361,,0.21468919207662684,,
1721,AGPS_proteomics,,-0.2590444558234304,,,,0.21513186691997455
1722,SENP1_proteomics,,-0.2590273865115096,,,,
1723,GNPDA2_proteomics,-0.2601351071327093,-0.2589113831945731,,,0.3390634849918105,
1724,HMOX1_proteomics,-0.18822943180135887,-0.2588853775108097,0.3296967850288369,-0.317504680110774,,
1725,PDE9A_proteomics,,0.381718897138692,,,,
1726,SEPT14_proteomics,,0.3459070261308025,,,,
1727,RPL23A_proteomics,,-0.2588139927786053,0.2470459557097667,,,
1728,ABHD14A-ACY1_proteomics,,-0.25874923681423345,,,,
1729,TROVE2_proteomics,-0.22386209863719456,0.25874642978654033,-0.2848476455515636,,,
1730,PI4K2B_proteomics,0.2253741715531761,-0.25871941601335297,,0.2284276448440194,,
1731,ATP5S_proteomics,,0.2586818216143294,-0.27911091151159656,,,
1732,RDH10_proteomics,,-0.2586411378161669,0.3482732275702594,,,
1733,SLC25A23_proteomics,,0.2585915296176465,-0.35339186888637386,,,
1734,TRADD_proteomics,-0.19396115676114745,-0.25838254912206843,0.3408630328408009,,0.3021294571228932,
1735,AFTPH_proteomics,,-0.258371955180695,-0.3823017001830921,,,
1736,ATF1_proteomics,-0.2800038491571518,-0.2583295189459517,,,,
1737,STON2_proteomics,,0.2583068724421105,,0.2280707099643814,,0.3303546129990842
1738,PTPN11_proteomics,,0.25820607067155965,,,,
1739,STAM_proteomics,,-0.2581960073251798,,,-0.21563662554603852,
1740,ATP9A_proteomics,0.4376796520101017,0.25811846090821866,,,,
1741,RPL27_proteomics,,-0.25802823296314736,0.3307554246728017,0.22063545769546503,,
1742,MT-CYB_proteomics,,0.3040615413884073,,,,
1743,ATG4A_proteomics,0.2945694205730779,-0.25791696612873183,,,,
1744,FAP_proteomics,,-0.2578618713982024,0.2343990928354057,0.2640399454990855,,
1745,PLEKHG5_proteomics,,-0.2578308372316012,,,,
1746,EEF1AKMT2_proteomics,,-0.2578119264061925,,,,
1747,PIANP_proteomics,,0.2717472612130955,,,,
1748,RNASE2_proteomics,-0.1921415808822512,-0.2575100455055962,,,,
1749,PNMA8A_proteomics,,0.2572487437447236,,,,
1750,SAA2-SAA4_proteomics,-0.1955434168860828,-0.2572418505161045,0.1884772729189931,,,
1751,AKAP9_proteomics,0.2362177826266673,-0.257229461925336,,,,
1752,NAP1L5_proteomics,,0.2572023738511379,,,,
1753,DNAJC13_proteomics,,-0.2572003634826729,,,0.23158377182513346,
1754,DFFA_proteomics,,0.2571901541067537,,,,
1755,UBE2K_proteomics,0.2723347585387305,-0.25712088432567043,-0.2616031478154859,,,
1756,POSTN_proteomics,,-0.2570083684256145,,0.28260614811526896,,
1757,TRIM2_proteomics,0.30096561220430346,0.2569766290121005,0.4225715405882233,,-0.2093836488181761,0.22965474058830584
1758,ZSCAN31_proteomics,,0.4169857325233499,,,,
1759,SUGT1_proteomics,,0.2569473105126772,,,,
1760,JPH2_proteomics,,-0.2567448501344562,,-0.20934090899916324,0.3125894219578832,
1761,PSMB10_proteomics,,-0.2567445723401571,,-0.3111701209422632,0.21528584730433345,
1762,ELF1_proteomics,-0.3210657531833593,-0.25670043582634794,-0.22097961390547155,-0.2474572241021536,,-0.3140448183646826
1763,ZDHHC6_proteomics,0.3213004965403846,-0.3004969491981221,,,,0.20789735185422192
1764,ALG12_proteomics,,-0.25667421066445906,,,,
1765,MYDGF_proteomics,-0.22145618099194705,-0.2566450037257358,0.28605092752846595,-0.20268032178246945,,
1766,TBCB_proteomics,,0.2564967703136643,,,0.26669934541971885,
1767,GPR37L1_proteomics,,0.2563603876657263,,,,
1768,ACTR3_proteomics,,-0.2563523198577518,0.3494027746729065,,,
1769,CPSF7_proteomics,,0.2563083014718327,,,,
1770,CFHR4_proteomics,-0.3041639711377059,-0.2830699862945961,0.21706816157830744,,,
1771,CERS2_proteomics,,-0.2562240618558764,-0.29653575312709346,,,
1772,APOD_proteomics,-0.20496315287191266,-0.2562046869243537,0.3433766759216668,,0.22848231669100474,
1773,RHBDD2_proteomics,0.2005741651688792,0.2562040901838432,,,,
1774,ALKBH2_proteomics,,0.2685669059532122,,,,
1775,NCOA1_proteomics,-0.19517345226708235,0.2561439360642753,,,,
1776,HEXDC_proteomics,,0.2684880149272719,,,,
1777,FSCN1_proteomics,,0.25608828349279394,0.4931256667037333,0.5264347695861407,0.2964038199327153,0.4420777079305946
1778,BORCS5_proteomics,,-0.2560488000886424,,,0.2734243474993271,
1779,FDPS_proteomics,,0.25602429044367786,,,,
1780,ITPKC_proteomics,,-0.25594093786971683,,,,0.3012193443340609
1781,OLFML3_proteomics,,-0.2559316972296247,,,,
1782,SCAMP4_proteomics,,0.2559251381780516,,,,
